~id,~label,ip_id:String,ip:String,is_vpn:Int,reputation_score:Double
IP_1GN3XTIGYT,ip,IP_1GN3XTIGYT,45.131.190.62,0,0.076
IP_HLQ837YP20,ip,IP_HLQ837YP20,133.70.107.137,0,0.207
IP_79P3J2SL6S,ip,IP_79P3J2SL6S,183.255.242.192,0,0.207
IP_QPT4C8V0FH,ip,IP_QPT4C8V0FH,208.16.42.57,0,0.237
IP_28IQQCLXWW,ip,IP_28IQQCLXWW,109.126.217.254,0,0.144
IP_X2GI2HUPLQ,ip,IP_X2GI2HUPLQ,162.211.162.12,0,0.387
IP_U3NFAGFK3I,ip,IP_U3NFAGFK3I,172.242.54.78,0,0.062
IP_JYRYDZPFIB,ip,IP_JYRYDZPFIB,194.52.212.243,0,0.181
IP_RR7AQFPTA0,ip,IP_RR7AQFPTA0,207.34.141.210,0,0.181
IP_ZU63CYMYY2,ip,IP_ZU63CYMYY2,193.179.43.110,0,0.194
IP_KIWTMG63O7,ip,IP_KIWTMG63O7,162.90.162.141,0,0.215
IP_6HU0FVJ9LC,ip,IP_6HU0FVJ9LC,25.195.175.42,0,0.184
IP_N8GUA9SRDX,ip,IP_N8GUA9SRDX,75.2.82.244,0,0.259
IP_D88YGHVZXB,ip,IP_D88YGHVZXB,211.22.147.216,0,0.331
IP_UMI3VRU4HJ,ip,IP_UMI3VRU4HJ,118.100.91.58,0,0.189
IP_XVOW1U5J0O,ip,IP_XVOW1U5J0O,153.191.246.213,0,0.217
IP_0YUO8P5XRF,ip,IP_0YUO8P5XRF,209.224.139.167,0,0.19
IP_37MO5A3BVY,ip,IP_37MO5A3BVY,24.123.6.251,0,0.101
IP_P9SXPD4VFO,ip,IP_P9SXPD4VFO,18.112.172.64,0,0.063
IP_PX878NHH6R,ip,IP_PX878NHH6R,138.136.160.167,0,0.179
IP_FHH4J5QRYS,ip,IP_FHH4J5QRYS,210.4.31.204,0,0.322
IP_5I84W88ZJP,ip,IP_5I84W88ZJP,70.205.203.16,0,0.187
IP_FLET1PFX6Z,ip,IP_FLET1PFX6Z,103.59.80.154,0,0.148
IP_KSE0INHWSM,ip,IP_KSE0INHWSM,163.200.93.181,0,0.178
IP_HLDKBN68IJ,ip,IP_HLDKBN68IJ,217.247.76.56,0,0.171
IP_QHQH1D54M5,ip,IP_QHQH1D54M5,192.228.128.37,0,0.278
IP_330ON6RWUX,ip,IP_330ON6RWUX,205.209.125.37,0,0.278
IP_QG8BBCIXTL,ip,IP_QG8BBCIXTL,208.127.5.201,0,0.402
IP_8QGAXSHFNU,ip,IP_8QGAXSHFNU,218.192.187.113,0,0.235
IP_20MKOUYUB8,ip,IP_20MKOUYUB8,45.224.125.75,0,0.199
IP_7WXAAEA3MI,ip,IP_7WXAAEA3MI,190.242.166.237,0,0.086
IP_7LWBOBZW2G,ip,IP_7LWBOBZW2G,200.93.151.31,0,0.333
IP_I3OPRWP5UC,ip,IP_I3OPRWP5UC,122.35.115.171,0,0.067
IP_F7W39Y5P0F,ip,IP_F7W39Y5P0F,19.100.138.228,0,0.422
IP_E36B3BASU6,ip,IP_E36B3BASU6,165.17.77.230,0,0.257
IP_7J1JD6WZHL,ip,IP_7J1JD6WZHL,151.248.49.185,0,0.183
IP_GTY1BZZSFZ,ip,IP_GTY1BZZSFZ,17.242.226.96,0,0.437
IP_2ZR9GHXZQU,ip,IP_2ZR9GHXZQU,128.78.43.119,0,0.04
IP_HN8L64FMER,ip,IP_HN8L64FMER,181.63.43.229,0,0.488
IP_30TXGD1X5J,ip,IP_30TXGD1X5J,129.143.228.127,0,0.216
IP_86RDOYQKLZ,ip,IP_86RDOYQKLZ,217.75.195.134,0,0.103
IP_QV5LXCB0EJ,ip,IP_QV5LXCB0EJ,197.166.106.3,0,0.259
IP_8H0NMJVMDX,ip,IP_8H0NMJVMDX,202.55.220.14,0,0.101
IP_O8TCZ97RBG,ip,IP_O8TCZ97RBG,193.136.2.71,0,0.241
IP_N0FBUYE8QR,ip,IP_N0FBUYE8QR,109.142.131.223,0,0.185
IP_746TCLM147,ip,IP_746TCLM147,90.148.92.245,0,0.224
IP_BQKVNQQC67,ip,IP_BQKVNQQC67,217.201.214.154,0,0.079
IP_NQVDYAPO87,ip,IP_NQVDYAPO87,195.123.176.242,0,0.172
IP_GYBLVYZUX5,ip,IP_GYBLVYZUX5,164.30.23.30,0,0.242
IP_NZMFSREZNG,ip,IP_NZMFSREZNG,202.86.5.203,0,0.186
IP_U4F4FO8YFX,ip,IP_U4F4FO8YFX,111.120.207.129,0,0.06
IP_V4ELCFCNA9,ip,IP_V4ELCFCNA9,52.53.130.157,0,0.206
IP_6NFIWH9SYX,ip,IP_6NFIWH9SYX,151.88.72.59,0,0.231
IP_M7ADHSPJM0,ip,IP_M7ADHSPJM0,105.150.62.16,0,0.072
IP_KSLNVKYT5I,ip,IP_KSLNVKYT5I,37.152.101.118,0,0.171
IP_U1TMH7AM9L,ip,IP_U1TMH7AM9L,138.217.192.73,0,0.241
IP_SNDAXXS7TI,ip,IP_SNDAXXS7TI,44.125.31.162,0,0.383
IP_99QMRGF3GW,ip,IP_99QMRGF3GW,138.190.241.35,0,0.266
IP_Q9XERL4JPZ,ip,IP_Q9XERL4JPZ,219.187.70.203,0,0.027
IP_D8DIZUYBOT,ip,IP_D8DIZUYBOT,199.114.151.166,0,0.157
IP_HWB3MXZEAK,ip,IP_HWB3MXZEAK,151.186.137.249,0,0.183
IP_3LT3DKJ5HI,ip,IP_3LT3DKJ5HI,206.136.171.209,0,0.336
IP_AV3LE1S6OW,ip,IP_AV3LE1S6OW,141.64.167.83,0,0.126
IP_MQHNLT33ER,ip,IP_MQHNLT33ER,187.253.0.134,0,0.184
IP_NYQH5KAVIH,ip,IP_NYQH5KAVIH,177.137.28.181,0,0.281
IP_EHAR3550X7,ip,IP_EHAR3550X7,65.242.45.34,0,0.131
IP_TX3U178TM6,ip,IP_TX3U178TM6,203.246.43.82,0,0.205
IP_NVZAZU2ZSX,ip,IP_NVZAZU2ZSX,56.58.98.74,0,0.058
IP_LAB1DB07MK,ip,IP_LAB1DB07MK,213.13.162.221,0,0.247
IP_L61TY100RP,ip,IP_L61TY100RP,210.137.207.44,0,0.215
IP_UE4EAAOD1V,ip,IP_UE4EAAOD1V,206.158.253.89,0,0.295
IP_K6J1U5VOCJ,ip,IP_K6J1U5VOCJ,209.83.71.129,0,0.269
IP_GBRQE0UIFU,ip,IP_GBRQE0UIFU,147.150.163.104,0,0.296
IP_8VW5C4Z6V3,ip,IP_8VW5C4Z6V3,19.175.49.45,0,0.192
IP_B9FPXM71IX,ip,IP_B9FPXM71IX,5.222.125.116,0,0.199
IP_5130PD9IJ8,ip,IP_5130PD9IJ8,196.17.153.55,0,0.107
IP_ZBSAV2XYRK,ip,IP_ZBSAV2XYRK,22.69.163.13,0,0.091
IP_0Z6Y4TVEDO,ip,IP_0Z6Y4TVEDO,36.112.13.125,0,0.313
IP_0IS5LDE3X3,ip,IP_0IS5LDE3X3,79.124.4.34,0,0.256
IP_UC1X82JHDN,ip,IP_UC1X82JHDN,58.58.13.163,0,0.122
IP_K22E0K4SEP,ip,IP_K22E0K4SEP,221.14.64.121,0,0.397
IP_S62D631XKY,ip,IP_S62D631XKY,153.228.95.207,0,0.122
IP_HQA5H994F4,ip,IP_HQA5H994F4,145.167.57.81,0,0.045
IP_0LI8KAWU19,ip,IP_0LI8KAWU19,206.216.23.87,0,0.234
IP_YJW59ZD8OI,ip,IP_YJW59ZD8OI,210.194.149.6,0,0.192
IP_8VFD4D3XZA,ip,IP_8VFD4D3XZA,69.61.110.145,0,0.237
IP_A12CTMHEBU,ip,IP_A12CTMHEBU,214.41.243.51,0,0.253
IP_9EE9X07AMT,ip,IP_9EE9X07AMT,197.154.91.15,0,0.172
IP_6UAN2KRNNB,ip,IP_6UAN2KRNNB,7.91.33.231,0,0.128
IP_HLHIQFKN1Y,ip,IP_HLHIQFKN1Y,215.154.74.20,0,0.098
IP_Q47SXMRU6J,ip,IP_Q47SXMRU6J,164.217.154.171,0,0.151
IP_GN4ZU0O3E1,ip,IP_GN4ZU0O3E1,203.193.220.91,0,0.174
IP_2BYUS29AKQ,ip,IP_2BYUS29AKQ,195.133.228.233,0,0.082
IP_IVCGUEGXXR,ip,IP_IVCGUEGXXR,212.103.180.46,0,0.371
IP_W1IX6ZYAXI,ip,IP_W1IX6ZYAXI,210.111.37.143,0,0.171
IP_8C8UA8TXL6,ip,IP_8C8UA8TXL6,112.58.44.177,0,0.093
IP_SN8KQXIVYI,ip,IP_SN8KQXIVYI,204.91.177.77,0,0.072
IP_YOMPY4I0T9,ip,IP_YOMPY4I0T9,130.103.39.178,0,0.397
IP_7HPOOCKGZF,ip,IP_7HPOOCKGZF,69.188.164.43,0,0.107
IP_4BDZ7A87DF,ip,IP_4BDZ7A87DF,157.130.128.5,0,0.18
IP_067MNQSYW7,ip,IP_067MNQSYW7,65.67.186.221,0,0.113
IP_5DRFC2VNNW,ip,IP_5DRFC2VNNW,193.141.212.82,0,0.206
IP_SQ711MECN5,ip,IP_SQ711MECN5,153.165.84.64,0,0.258
IP_F86NVSFT7T,ip,IP_F86NVSFT7T,41.178.179.4,0,0.249
IP_2BO65HRWV4,ip,IP_2BO65HRWV4,34.118.138.72,0,0.061
IP_PSH45S4HNV,ip,IP_PSH45S4HNV,14.13.207.215,0,0.162
IP_9LKWLZL5I2,ip,IP_9LKWLZL5I2,201.240.233.124,0,0.115
IP_GC6ICJKTTD,ip,IP_GC6ICJKTTD,218.214.13.30,0,0.131
IP_K32Y35P49V,ip,IP_K32Y35P49V,215.4.194.26,0,0.107
IP_ZBGK8814PO,ip,IP_ZBGK8814PO,186.162.151.150,0,0.136
IP_N1SSWLA20D,ip,IP_N1SSWLA20D,143.144.137.50,0,0.219
IP_UCGDBM0UTC,ip,IP_UCGDBM0UTC,42.61.41.13,0,0.131
IP_QCL3I66K5R,ip,IP_QCL3I66K5R,169.9.199.12,0,0.082
IP_QSHZK9V1DS,ip,IP_QSHZK9V1DS,114.137.204.88,0,0.154
IP_IPXDHFOTT0,ip,IP_IPXDHFOTT0,96.50.196.194,0,0.361
IP_BMLXJD61ST,ip,IP_BMLXJD61ST,197.77.169.19,0,0.22
IP_H69BA9MHRM,ip,IP_H69BA9MHRM,62.242.185.143,0,0.097
IP_5PVCLDQC2H,ip,IP_5PVCLDQC2H,202.146.7.255,0,0.164
IP_9BGUGXJ0CS,ip,IP_9BGUGXJ0CS,196.126.164.8,0,0.398
IP_CGLHDVNC6K,ip,IP_CGLHDVNC6K,177.194.193.147,0,0.152
IP_H4X9CH5G94,ip,IP_H4X9CH5G94,46.254.237.89,0,0.492
IP_XYIK3APDGA,ip,IP_XYIK3APDGA,23.133.22.218,0,0.326
IP_VEL6X47HWF,ip,IP_VEL6X47HWF,134.186.196.64,0,0.083
IP_TDO9KFGCOE,ip,IP_TDO9KFGCOE,38.100.197.61,0,0.074
IP_71IRKM6IEB,ip,IP_71IRKM6IEB,65.121.90.46,0,0.222
IP_KDLVU0CJXO,ip,IP_KDLVU0CJXO,206.70.182.116,0,0.227
IP_HNH6A144FP,ip,IP_HNH6A144FP,190.206.35.14,0,0.156
IP_ZGL3AEES0M,ip,IP_ZGL3AEES0M,45.57.170.24,0,0.293
IP_0N8ZU07JBJ,ip,IP_0N8ZU07JBJ,139.206.201.3,0,0.138
IP_JMW50AIO22,ip,IP_JMW50AIO22,211.192.45.178,0,0.127
IP_J1V4OU9S3R,ip,IP_J1V4OU9S3R,186.167.162.26,0,0.083
IP_UQGFUWYQSG,ip,IP_UQGFUWYQSG,113.58.22.206,0,0.071
IP_B324UMJRT8,ip,IP_B324UMJRT8,112.115.238.135,0,0.148
IP_O02087SSPW,ip,IP_O02087SSPW,173.193.88.214,0,0.148
IP_5EVAJGY9F7,ip,IP_5EVAJGY9F7,173.94.200.228,0,0.456
IP_S0QI9ESNF3,ip,IP_S0QI9ESNF3,179.238.132.195,0,0.237
IP_LPB30S5H9J,ip,IP_LPB30S5H9J,120.215.1.26,0,0.141
IP_ZC4ZKSYGY1,ip,IP_ZC4ZKSYGY1,138.30.47.75,0,0.243
IP_V3E2E14ERD,ip,IP_V3E2E14ERD,186.119.140.147,0,0.449
IP_SN9Y52KA1H,ip,IP_SN9Y52KA1H,199.253.25.49,0,0.172
IP_CQHADV2WVX,ip,IP_CQHADV2WVX,194.72.141.115,0,0.3
IP_48TB9QHUS9,ip,IP_48TB9QHUS9,20.30.174.110,0,0.407
IP_QH4RN9LF5J,ip,IP_QH4RN9LF5J,204.128.103.165,0,0.311
IP_WF1UBV93MO,ip,IP_WF1UBV93MO,166.200.167.6,0,0.148
IP_Q8HFZVGN2K,ip,IP_Q8HFZVGN2K,86.192.203.81,0,0.316
IP_6V01EBS0ZP,ip,IP_6V01EBS0ZP,148.78.31.104,0,0.391
IP_57HTKW7TJX,ip,IP_57HTKW7TJX,159.3.90.149,0,0.077
IP_FJB5OVYL8C,ip,IP_FJB5OVYL8C,208.22.18.116,0,0.163
IP_X2A4MSE7FU,ip,IP_X2A4MSE7FU,171.51.253.189,0,0.166
IP_7EZU0UK6TL,ip,IP_7EZU0UK6TL,7.99.32.7,0,0.236
IP_2LO0Q18OON,ip,IP_2LO0Q18OON,203.14.23.68,0,0.194
IP_CPMDGL24QQ,ip,IP_CPMDGL24QQ,196.88.126.28,0,0.046
IP_AW7GVCUXQO,ip,IP_AW7GVCUXQO,129.84.143.157,0,0.284
IP_NWEFZSHTN0,ip,IP_NWEFZSHTN0,198.209.17.61,0,0.148
IP_BZDR2FJIN0,ip,IP_BZDR2FJIN0,20.113.62.48,0,0.235
IP_ZVV5BP10TW,ip,IP_ZVV5BP10TW,175.165.110.110,0,0.161
IP_ZYAT0V7UQV,ip,IP_ZYAT0V7UQV,199.220.176.187,0,0.208
IP_50OQUX0BWB,ip,IP_50OQUX0BWB,199.228.97.61,0,0.069
IP_TUCTA6GSRA,ip,IP_TUCTA6GSRA,176.83.60.235,0,0.193
IP_U2HKRDV6G6,ip,IP_U2HKRDV6G6,8.178.235.10,0,0.027
IP_TXNLJNRAMT,ip,IP_TXNLJNRAMT,194.121.255.230,0,0.376
IP_1BM5BEHLR5,ip,IP_1BM5BEHLR5,160.48.83.193,0,0.369
IP_5I8N0E4B77,ip,IP_5I8N0E4B77,143.153.189.216,0,0.159
IP_L577MBSMEX,ip,IP_L577MBSMEX,189.145.177.0,0,0.281
IP_RPO27F9UIB,ip,IP_RPO27F9UIB,185.72.3.206,0,0.233
IP_QAC78HCKGO,ip,IP_QAC78HCKGO,199.246.89.73,0,0.467
IP_M4GS3J7SUJ,ip,IP_M4GS3J7SUJ,79.9.1.9,0,0.37
IP_6YS3SELJQL,ip,IP_6YS3SELJQL,143.65.173.80,0,0.451
IP_X1OGC3K2LD,ip,IP_X1OGC3K2LD,18.83.48.27,0,0.196
IP_4P2G9QCM28,ip,IP_4P2G9QCM28,158.202.89.58,0,0.403
IP_QZUKOYWFBS,ip,IP_QZUKOYWFBS,78.58.207.236,0,0.205
IP_X259OH9Y8S,ip,IP_X259OH9Y8S,3.227.158.58,0,0.049
IP_3EXYDW2FX7,ip,IP_3EXYDW2FX7,208.165.127.211,0,0.337
IP_E4PIWP5JTL,ip,IP_E4PIWP5JTL,216.4.39.162,0,0.099
IP_S5NGXS0W0P,ip,IP_S5NGXS0W0P,146.137.192.122,0,0.228
IP_T536GPYP1C,ip,IP_T536GPYP1C,2.25.37.247,0,0.377
IP_JEE7DQXWK5,ip,IP_JEE7DQXWK5,1.22.149.210,0,0.168
IP_WVL1LCTFCG,ip,IP_WVL1LCTFCG,20.27.182.189,0,0.155
IP_1ULYQ0EPBN,ip,IP_1ULYQ0EPBN,47.251.214.162,0,0.126
IP_NDJELFQJA1,ip,IP_NDJELFQJA1,209.165.104.12,0,0.269
IP_DDJW41M7QO,ip,IP_DDJW41M7QO,101.41.231.148,0,0.343
IP_6NMVT3ZFWV,ip,IP_6NMVT3ZFWV,24.85.111.255,0,0.122
IP_NB2SR47AM8,ip,IP_NB2SR47AM8,157.225.53.76,0,0.202
IP_W86DTQ0MUE,ip,IP_W86DTQ0MUE,211.143.129.225,0,0.236
IP_O0F0G0XKMA,ip,IP_O0F0G0XKMA,218.7.198.223,0,0.347
IP_NBK3ZMBL5A,ip,IP_NBK3ZMBL5A,193.245.230.36,0,0.149
IP_9WHTKQWKC1,ip,IP_9WHTKQWKC1,18.186.4.137,0,0.183
IP_GGN7F2430P,ip,IP_GGN7F2430P,185.52.79.187,0,0.281
IP_UYQLB0TCQ0,ip,IP_UYQLB0TCQ0,220.85.68.147,0,0.087
IP_ZVCTQTN2GA,ip,IP_ZVCTQTN2GA,155.208.160.79,0,0.137
IP_NVNAWLECXF,ip,IP_NVNAWLECXF,133.197.37.104,0,0.339
IP_YFK6W27LDN,ip,IP_YFK6W27LDN,108.160.230.246,0,0.307
IP_EJOXA8B324,ip,IP_EJOXA8B324,203.92.60.232,0,0.435
IP_Q1PNKF4MP6,ip,IP_Q1PNKF4MP6,185.121.53.44,0,0.109
IP_2ZFOPSZVRW,ip,IP_2ZFOPSZVRW,211.110.55.224,0,0.068
IP_U5NHTV0ZTO,ip,IP_U5NHTV0ZTO,223.168.85.12,0,0.031
IP_7LFJQL42V5,ip,IP_7LFJQL42V5,204.85.4.200,0,0.135
IP_X36AAMD3BH,ip,IP_X36AAMD3BH,107.182.74.28,0,0.517
IP_MMWZ0W7N5Y,ip,IP_MMWZ0W7N5Y,119.138.7.182,0,0.293
IP_KOQ3ZCGYCZ,ip,IP_KOQ3ZCGYCZ,209.175.251.163,0,0.304
IP_92LB12YAC1,ip,IP_92LB12YAC1,174.237.99.126,0,0.121
IP_0SISIT84G5,ip,IP_0SISIT84G5,196.72.31.255,0,0.333
IP_VS4F603F0S,ip,IP_VS4F603F0S,162.122.122.38,0,0.126
IP_N42ZPBYTXI,ip,IP_N42ZPBYTXI,209.79.39.252,0,0.128
IP_NV6C24I72S,ip,IP_NV6C24I72S,213.174.95.22,0,0.2
IP_31TH1P8NI1,ip,IP_31TH1P8NI1,183.202.138.153,0,0.278
IP_VW6XXXREAX,ip,IP_VW6XXXREAX,203.93.223.22,0,0.365
IP_70M93XPN8Z,ip,IP_70M93XPN8Z,56.5.144.163,0,0.107
IP_KUVGY6WIZX,ip,IP_KUVGY6WIZX,216.96.54.204,0,0.156
IP_5H4UO3ZUN9,ip,IP_5H4UO3ZUN9,155.80.40.114,0,0.078
IP_GH6R5BGUV6,ip,IP_GH6R5BGUV6,209.199.166.25,0,0.226
IP_MZN4FAQTH6,ip,IP_MZN4FAQTH6,148.18.88.23,0,0.446
IP_11PW2SG92A,ip,IP_11PW2SG92A,212.203.231.184,0,0.204
IP_JBJ19UB32O,ip,IP_JBJ19UB32O,73.213.64.36,0,0.226
IP_QSMTJ8G4ZL,ip,IP_QSMTJ8G4ZL,195.132.7.226,0,0.282
IP_O0ALEB1NVV,ip,IP_O0ALEB1NVV,183.87.144.12,0,0.042
IP_V0RS97DGOB,ip,IP_V0RS97DGOB,188.94.193.220,0,0.237
IP_I9KRTOULRV,ip,IP_I9KRTOULRV,96.68.10.139,0,0.061
IP_MLO23B9HKI,ip,IP_MLO23B9HKI,196.144.254.200,0,0.195
IP_MB2YDR9UOE,ip,IP_MB2YDR9UOE,157.223.123.144,0,0.338
IP_8CD9PYD8Q3,ip,IP_8CD9PYD8Q3,205.138.199.178,0,0.047
IP_E9KD5CYOL1,ip,IP_E9KD5CYOL1,204.186.140.99,0,0.095
IP_GGE50P72G0,ip,IP_GGE50P72G0,185.31.19.88,0,0.116
IP_5520EAKTXW,ip,IP_5520EAKTXW,61.204.18.128,0,0.188
IP_XKHNR502ZZ,ip,IP_XKHNR502ZZ,40.206.216.187,0,0.438
IP_QZBQTEVOG0,ip,IP_QZBQTEVOG0,207.188.32.162,0,0.245
IP_XN7JQ3R2O7,ip,IP_XN7JQ3R2O7,223.230.59.213,0,0.358
IP_406G0XVM1L,ip,IP_406G0XVM1L,151.51.92.250,0,0.034
IP_VDBQKVHL0A,ip,IP_VDBQKVHL0A,128.132.63.183,0,0.426
IP_HGPF8J318X,ip,IP_HGPF8J318X,199.218.201.255,0,0.184
IP_316GPDQWA5,ip,IP_316GPDQWA5,7.135.97.239,0,0.316
IP_FT0SN5IXRB,ip,IP_FT0SN5IXRB,69.38.87.68,0,0.14
IP_POYHPRTP8A,ip,IP_POYHPRTP8A,113.24.96.232,0,0.142
IP_DVYO348USB,ip,IP_DVYO348USB,68.15.0.6,0,0.141
IP_NAJPNUM5Z1,ip,IP_NAJPNUM5Z1,156.132.178.38,0,0.105
IP_JV2O0M3US7,ip,IP_JV2O0M3US7,183.171.204.188,0,0.177
IP_2H419DKVLU,ip,IP_2H419DKVLU,156.135.231.11,0,0.107
IP_NPR85SEA6L,ip,IP_NPR85SEA6L,26.159.134.218,0,0.105
IP_BZ66HV8W4X,ip,IP_BZ66HV8W4X,206.217.86.27,0,0.195
IP_9JPEPAMIXI,ip,IP_9JPEPAMIXI,181.168.151.82,0,0.336
IP_07ZISYHPKD,ip,IP_07ZISYHPKD,40.79.207.110,0,0.335
IP_Y4WTHLGP24,ip,IP_Y4WTHLGP24,197.68.158.17,0,0.043
IP_7R2QH3AH5W,ip,IP_7R2QH3AH5W,24.11.85.103,0,0.075
IP_75QFGS2UPI,ip,IP_75QFGS2UPI,104.151.75.234,0,0.204
IP_VPOQ5G61BT,ip,IP_VPOQ5G61BT,48.7.105.85,0,0.203
IP_78Y5QQUSQN,ip,IP_78Y5QQUSQN,119.97.36.75,0,0.354
IP_FIZ0MQGWHS,ip,IP_FIZ0MQGWHS,114.97.224.23,0,0.134
IP_7EI7BHLT15,ip,IP_7EI7BHLT15,170.109.62.124,0,0.169
IP_A5H9DM66B1,ip,IP_A5H9DM66B1,130.206.130.79,0,0.073
IP_W8U3T0MRC8,ip,IP_W8U3T0MRC8,215.43.24.200,0,0.088
IP_2GM2FG1NQ7,ip,IP_2GM2FG1NQ7,50.161.182.255,0,0.043
IP_QCRJM8JA9L,ip,IP_QCRJM8JA9L,130.36.120.44,0,0.025
IP_9JOZE1OVVK,ip,IP_9JOZE1OVVK,66.228.59.143,0,0.25
IP_CQ7EXA4JY3,ip,IP_CQ7EXA4JY3,146.205.149.146,0,0.07
IP_69OTXB70BO,ip,IP_69OTXB70BO,195.190.179.129,0,0.223
IP_1XONVQSVFO,ip,IP_1XONVQSVFO,211.125.235.127,0,0.149
IP_RCX5PV3YOU,ip,IP_RCX5PV3YOU,98.146.176.221,0,0.041
IP_UKPG1OX3CK,ip,IP_UKPG1OX3CK,49.231.134.101,0,0.266
IP_IX3QKKAE09,ip,IP_IX3QKKAE09,161.166.152.119,0,0.312
IP_GUQJ4BQ2YL,ip,IP_GUQJ4BQ2YL,147.71.246.106,0,0.247
IP_7FFDDIF6L9,ip,IP_7FFDDIF6L9,162.77.118.209,0,0.158
IP_VKL6A8YG8D,ip,IP_VKL6A8YG8D,137.183.5.179,0,0.2
IP_TNPRYEVKN1,ip,IP_TNPRYEVKN1,147.117.61.22,0,0.142
IP_744TXKXEBS,ip,IP_744TXKXEBS,63.37.50.80,0,0.132
IP_P54IV3DJUQ,ip,IP_P54IV3DJUQ,193.122.131.10,0,0.224
IP_9254Z8AEV8,ip,IP_9254Z8AEV8,91.25.127.124,0,0.119
IP_7U5GF7OP1D,ip,IP_7U5GF7OP1D,156.211.189.40,0,0.109
IP_ULPLXUVS5A,ip,IP_ULPLXUVS5A,150.197.162.214,0,0.205
IP_FKAMRBR3W3,ip,IP_FKAMRBR3W3,136.227.74.238,0,0.182
IP_7I8AILWILN,ip,IP_7I8AILWILN,41.217.220.206,0,0.036
IP_ZG9BT9XYLC,ip,IP_ZG9BT9XYLC,3.198.74.28,0,0.125
IP_N5YH87Z24X,ip,IP_N5YH87Z24X,223.173.104.170,0,0.197
IP_WEXJJ0Y5ML,ip,IP_WEXJJ0Y5ML,174.28.62.160,0,0.311
IP_2W8EWHDHJJ,ip,IP_2W8EWHDHJJ,75.4.156.66,0,0.116
IP_V5B80O2UIK,ip,IP_V5B80O2UIK,219.5.23.75,0,0.248
IP_JOG809TU2D,ip,IP_JOG809TU2D,193.175.65.221,0,0.372
IP_V6LXENLP3J,ip,IP_V6LXENLP3J,213.209.47.37,0,0.201
IP_1MTHI70PGF,ip,IP_1MTHI70PGF,205.250.34.84,0,0.125
IP_2283XYYE7N,ip,IP_2283XYYE7N,39.95.14.25,0,0.176
IP_R4PS57303R,ip,IP_R4PS57303R,59.176.213.53,0,0.149
IP_V0VQQEGY8D,ip,IP_V0VQQEGY8D,217.172.157.220,0,0.032
IP_8380L1S0UZ,ip,IP_8380L1S0UZ,103.75.226.180,0,0.239
IP_GJHY9R3VV5,ip,IP_GJHY9R3VV5,216.33.94.117,0,0.455
IP_E3OLVQDBHC,ip,IP_E3OLVQDBHC,56.185.1.84,0,0.378
IP_VKJNB41E6L,ip,IP_VKJNB41E6L,57.94.11.149,0,0.378
IP_EOB6VEY2HW,ip,IP_EOB6VEY2HW,170.140.82.216,0,0.178
IP_U26KIFNZ3B,ip,IP_U26KIFNZ3B,218.199.108.68,0,0.223
IP_2IDS3DYA1Q,ip,IP_2IDS3DYA1Q,18.54.91.196,0,0.25
IP_WXTSGP709R,ip,IP_WXTSGP709R,139.109.213.166,0,0.145
IP_281EJRZOYW,ip,IP_281EJRZOYW,169.128.102.184,0,0.18
IP_T8L7LSN55S,ip,IP_T8L7LSN55S,189.55.84.166,0,0.108
IP_AXF94XLVPZ,ip,IP_AXF94XLVPZ,75.74.210.116,0,0.107
IP_KBB77NEI59,ip,IP_KBB77NEI59,98.195.233.36,0,0.156
IP_8DHTEZUH4Y,ip,IP_8DHTEZUH4Y,52.119.229.59,0,0.269
IP_BMY1UASDKE,ip,IP_BMY1UASDKE,76.135.178.43,0,0.367
IP_L9ZWL473WL,ip,IP_L9ZWL473WL,184.127.99.35,0,0.157
IP_R57YUAL0US,ip,IP_R57YUAL0US,9.15.54.16,0,0.308
IP_OAODI90WMV,ip,IP_OAODI90WMV,50.233.147.246,0,0.309
IP_BMJQGWCBWI,ip,IP_BMJQGWCBWI,173.80.32.30,0,0.108
IP_V6L9N1FALH,ip,IP_V6L9N1FALH,106.255.114.113,0,0.209
IP_C0CDO5GTPY,ip,IP_C0CDO5GTPY,159.248.62.121,0,0.093
IP_7KQVYNNWOQ,ip,IP_7KQVYNNWOQ,197.223.141.250,0,0.172
IP_VZ9IZRI7JB,ip,IP_VZ9IZRI7JB,120.178.232.241,0,0.157
IP_CWWMM032KK,ip,IP_CWWMM032KK,5.76.203.27,0,0.56
IP_K5HGSQ0INZ,ip,IP_K5HGSQ0INZ,209.18.247.93,0,0.197
IP_2VF0SNYQ5G,ip,IP_2VF0SNYQ5G,198.58.142.25,0,0.086
IP_1DCI5K8GKT,ip,IP_1DCI5K8GKT,204.73.231.191,0,0.105
IP_HB54LABW52,ip,IP_HB54LABW52,149.249.63.181,0,0.112
IP_G2CCOOQ5F4,ip,IP_G2CCOOQ5F4,213.129.213.199,0,0.188
IP_3OTGTSFJTT,ip,IP_3OTGTSFJTT,212.89.0.58,0,0.096
IP_U5GKKOOS7U,ip,IP_U5GKKOOS7U,53.100.58.182,0,0.234
IP_GAO7QZNFYJ,ip,IP_GAO7QZNFYJ,14.137.251.81,0,0.347
IP_FRB65SS9SI,ip,IP_FRB65SS9SI,157.37.60.229,0,0.117
IP_PGNN04Q6PX,ip,IP_PGNN04Q6PX,60.22.41.143,0,0.171
IP_2ZS5Y21077,ip,IP_2ZS5Y21077,157.23.104.162,0,0.26
